functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,PBE band gap,μ,μĀ,μ𝐵 ̅,t
Tm2LuGaO6,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Lu,3,Ga,0.38,0.38,-2.20,27.65,551.15,0.60,-1.10,0.27,1.54,0.84,2.53,3.48,26.52,2.52,0.53,0.00,0.09,0.867
Tm2TaAlO6,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Ta,3,Al,0.47,0.47,-3.18,91.85,669.45,1.55,-1.99,0.06,1.56,0.56,2.23,6.50,37.50,0.00,0.45,0.00,0.07,0.915
Tm2TaGaO6,Tm,2,Tm,2,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Ta,5,Ga,0.54,0.54,-3.11,91.25,670.05,1.53,-2.02,0.16,1.66,0.55,2.24,0.50,30.50,0.00,0.45,0.00,0.01,0.972
Tm2TbCrO6,Tm,2,Tm,2,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Tb,4,Cr,0.97,0.97,-3.45,44.20,608.60,0.99,-3.36,0.28,1.38,0.73,3.17,25.81,38.49,0.02,0.47,0.00,0.08,0.960
Tm2TlGaO6,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Tl,3,Ga,0.10,0.10,-2.47,5.25,584.05,0.03,-0.53,0.09,1.72,0.27,1.96,0.44,30.44,1.05,0.54,0.00,0.09,0.862
Tm2VBO6,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,V,3,B,0.43,0.43,-4.04,75.15,725.45,2.03,-2.33,0.21,1.84,0.82,1.61,12.00,38.70,0.00,0.33,0.00,0.13,1.000
Tm2YGaO6,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Y,3,Ga,0.01,0.01,-2.57,18.40,597.20,0.97,-1.46,0.30,1.52,0.62,2.32,0.20,29.80,2.17,0.54,0.00,0.10,0.859
TmAgO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Ag,3,Ag,0.00,0.00,-4.41,0.00,731.00,0.00,-0.73,0.00,1.93,0.00,2.38,0.00,125.70,0.00,0.54,0.00,0.00,0.863
TmAgReAuO6,Tm,3,Ag,1,1.18,-3.22,67.35,663.65,0.60,-1.33,0.34,1.59,0.61,2.99,13.35,112.35,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.51,0.10,0.10,0.922
TmAgTaAuO6,Tm,3,Ag,1,1.18,-3.22,67.35,663.65,0.60,-1.33,0.34,1.59,0.61,2.99,13.35,112.35,Ta,5,Au,1.05,1.05,-4.71,64.40,825.70,1.39,-2.16,0.52,2.02,0.06,2.73,95.90,126.90,0.00,0.53,0.10,0.08,0.909
TmAgWMgO6,Tm,3,Ag,2,1.18,-3.22,67.35,663.65,0.60,-1.33,0.34,1.59,0.61,2.99,13.35,112.35,W,5,Mg,0.10,0.10,-4.61,16.15,753.85,1.54,-2.87,0.52,1.84,0.35,2.38,59.30,19.30,2.12,0.48,0.06,0.04,0.925
TmAlGa2O6,Tm,3,Al,3,0.33,-2.38,9.35,586.95,0.74,-1.18,0.18,1.43,0.96,2.64,27.50,71.50,Ga,3,Ga,0.00,0.00,-2.58,0.00,578.80,0.00,-0.49,0.00,1.81,0.00,1.70,0.00,30.00,0.00,0.44,0.09,0.00,0.874
TmAlO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,3.05,0.38,0.00,0.00,0.959
TmAsO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,As,3,As,0.00,0.00,-5.19,0.00,946.50,0.00,-0.53,0.00,2.18,0.00,1.42,0.00,78.00,0.00,0.41,0.00,0.00,0.937
TmAuO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Au,3,Au,0.00,0.00,-5.76,0.00,890.10,0.00,-0.76,0.00,2.54,0.00,2.66,0.00,222.80,0.00,0.61,0.00,0.00,0.825
TmBaAuCdO6,Tm,3,Ba,2,0.60,-2.64,46.70,549.60,0.05,-1.97,0.18,1.07,0.10,3.50,42.53,56.48,Au,5,Cd,0.05,0.05,-5.71,11.20,878.90,0.21,-0.97,0.43,2.12,0.22,2.44,145.40,77.40,0.77,0.54,0.14,0.14,0.922
TmBaCoLuO6,Tm,3,Ba,2,0.60,-2.64,46.70,549.60,0.05,-1.97,0.18,1.07,0.10,3.50,42.53,56.48,Co,4,Lu,1.31,1.31,-3.13,117.45,640.95,0.43,-1.27,0.30,1.58,0.68,2.70,20.38,43.42,0.00,0.50,0.14,0.12,0.951
TmBaHfCuO6,Tm,3,Ba,2,0.60,-2.64,46.70,549.60,0.05,-1.97,0.18,1.07,0.10,3.50,42.53,56.48,Hf,4,Cu,0.92,0.92,-3.70,35.00,710.40,1.04,-1.73,0.30,1.60,0.44,2.48,50.75,67.75,0.00,0.45,0.14,0.06,0.984
TmBaMoCdO6,Tm,3,Ba,2,0.60,-2.64,46.70,549.60,0.05,-1.97,0.18,1.07,0.10,3.50,42.53,56.48,Mo,5,Cd,0.71,0.71,-4.95,91.40,776.30,1.45,-2.63,0.24,1.93,0.25,2.47,70.00,2.00,0.00,0.56,0.14,0.12,0.914
TmBaTaGaO6,Tm,3,Ba,2,0.60,-2.64,46.70,549.60,0.05,-1.97,0.18,1.07,0.10,3.50,42.53,56.48,Ta,4,Ga,0.54,0.54,-3.11,91.25,670.05,1.53,-2.02,0.16,1.66,0.55,2.24,0.50,30.50,0.00,0.46,0.14,0.02,0.972
TmBaZrGaO6,Tm,3,Ba,2,0.60,-2.64,46.70,549.60,0.05,-1.97,0.18,1.07,0.10,3.50,42.53,56.48,Zr,4,Ga,0.55,0.55,-3.12,40.60,619.40,1.51,-2.00,0.24,1.57,0.57,2.26,5.55,35.55,3.04,0.48,0.14,0.04,0.962
TmBaZrInO6,Tm,3,Ba,2,0.60,-2.64,46.70,549.60,0.05,-1.97,0.18,1.07,0.10,3.50,42.53,56.48,Zr,4,In,0.58,0.58,-3.09,50.85,609.15,1.51,-2.00,0.22,1.56,0.39,2.44,2.03,39.07,2.33,0.54,0.14,0.03,0.922
TmBO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,B,3,B,0.00,0.00,-3.61,0.00,800.60,0.00,-0.30,0.00,2.04,0.00,0.80,0.00,26.70,2.75,0.19,0.00,0.00,1.111
TmCaPtTaO6,Tm,3,Ca,2,0.86,-2.91,3.25,593.05,0.01,-1.94,0.13,1.13,0.30,3.30,48.32,50.69,Pt,4,Ta,0.81,0.81,-4.46,53.55,814.85,1.43,-2.12,0.39,1.89,0.04,2.75,87.15,118.15,0.00,0.48,0.04,0.03,0.915
TmCaTaGaO6,Tm,3,Ca,2,0.86,-2.91,3.25,593.05,0.01,-1.94,0.13,1.13,0.30,3.30,48.32,50.69,Ta,4,Ga,0.54,0.54,-3.11,91.25,670.05,1.53,-2.02,0.16,1.66,0.55,2.24,0.50,30.50,0.00,0.46,0.04,0.02,0.925
TmCdHfCuO6,Tm,3,Cd,2,1.81,-3.85,135.70,732.00,0.37,-1.55,0.22,1.47,0.69,2.91,83.50,15.50,Hf,4,Cu,0.92,0.92,-3.70,35.00,710.40,1.04,-1.73,0.30,1.60,0.44,2.48,50.75,67.75,0.10,0.45,0.03,0.06,0.931
TmCdReAuO6,Tm,2,Cd,2,1.81,-3.85,135.70,732.00,0.37,-1.55,0.22,1.47,0.69,2.91,83.50,15.50,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.03,0.51,0.03,0.10,0.919
TmCdTaAuO6,Tm,2,Cd,2,1.81,-3.85,135.70,732.00,0.37,-1.55,0.22,1.47,0.69,2.91,83.50,15.50,Ta,5,Au,1.05,1.05,-4.71,64.40,825.70,1.39,-2.16,0.52,2.02,0.06,2.73,95.90,126.90,0.00,0.53,0.03,0.08,0.907
TmCdWMgO6,Tm,3,Cd,2,1.81,-3.85,135.70,732.00,0.37,-1.55,0.22,1.47,0.69,2.91,83.50,15.50,W,5,Mg,0.10,0.10,-4.61,16.15,753.85,1.54,-2.87,0.52,1.84,0.35,2.38,59.30,19.30,0.00,0.48,0.03,0.04,0.911
TmCeO3,Tm,2,Tm,2,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Ce,4,Ce,0.00,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,0.00,0.62,0.00,0.00,0.869
TmCoO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Co,3,Co,0.00,0.00,-4.44,0.00,758.40,0.00,-0.84,0.00,1.88,0.00,2.02,0.00,63.80,0.00,0.44,0.00,0.00,0.923
TmCrB2O6,Tm,3,Cr,3,1.19,-3.23,28.25,624.55,1.22,-3.14,0.20,1.46,0.58,3.02,17.35,81.65,B,3,B,0.00,0.00,-3.61,0.00,800.60,0.00,-0.30,0.00,2.04,0.00,0.80,0.00,26.70,0.06,0.19,0.00,0.00,1.112
TmCrO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Cr,3,Cr,0.00,0.00,-4.42,0.00,652.80,0.00,-4.35,0.00,1.66,0.00,2.44,0.00,64.30,0.07,0.44,0.00,0.00,0.921
TmCsAuTiO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Au,5,Ti,0.70,0.70,-5.06,116.05,774.05,1.73,-2.50,0.50,2.04,0.04,2.62,107.60,115.20,0.00,0.44,0.23,0.04,1.033
TmCsCrLuO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Cr,5,Lu,1.30,1.30,-3.12,64.65,588.15,1.33,-3.03,0.19,1.46,0.47,2.91,20.63,43.67,0.01,0.48,0.23,0.13,1.006
TmCsHfCoO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Co,0.83,0.83,-3.61,41.50,716.90,0.97,-1.81,0.29,1.59,0.45,2.47,23.40,40.40,0.00,0.44,0.23,0.06,1.033
TmCsHfFeO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Fe,0.83,0.83,-3.61,41.95,717.35,0.92,-1.86,0.27,1.57,0.40,2.51,0.65,16.35,0.00,0.46,0.23,0.04,1.019
TmCsHfGeO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Ge,0.56,0.56,-3.34,43.35,718.75,1.12,-1.65,0.35,1.65,0.68,2.24,49.50,66.50,2.88,0.44,0.23,0.06,1.033
TmCsHfMnO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Mn,0.83,0.83,-3.61,21.00,696.40,0.86,-1.92,0.13,1.43,0.35,2.57,33.50,-16.50,0.00,0.44,0.23,0.06,1.033
TmCsHfNiO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Ni,0.84,0.84,-3.62,30.65,706.05,1.01,-1.76,0.30,1.61,0.37,2.55,47.50,64.50,0.07,0.43,0.23,0.08,1.046
TmCsHfSiO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Si,0.65,0.65,-3.43,55.55,730.95,1.16,-1.62,0.30,1.60,0.75,2.17,58.30,75.30,2.96,0.40,0.23,0.11,1.068
TmCsHfSnO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Sn,0.46,0.46,-3.24,16.60,692.00,1.12,-1.66,0.33,1.63,0.52,2.40,45.15,62.15,2.52,0.50,0.23,0.01,0.994
TmCsHfTcO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Tc,0.58,0.58,-3.36,13.50,688.90,0.95,-1.82,0.30,1.60,0.13,2.78,18.00,35.00,0.00,0.48,0.23,0.02,1.005
TmCsHfTeO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Te,1.59,1.59,-4.37,96.90,772.30,1.11,-1.67,0.40,1.70,0.62,2.29,86.60,103.60,0.59,0.60,0.23,0.09,0.932
TmCsHfTiO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Hf,4,Ti,0.80,0.80,-3.57,8.70,666.70,0.73,-3.50,0.12,1.42,0.17,2.75,4.70,12.30,2.19,0.47,0.23,0.04,1.015
TmCsMnAuO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Mn,5,Au,0.66,0.66,-5.10,86.35,803.75,0.15,-0.91,0.50,2.05,0.22,2.44,136.40,86.40,0.00,0.48,0.23,0.13,1.007
TmCsNbBiO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Nb,5,Bi,0.02,0.02,-4.59,19.75,683.55,1.91,-2.60,0.21,1.81,0.38,2.38,2.55,88.75,0.70,0.60,0.23,0.14,0.934
TmCsNbGaO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Nb,5,Ga,1.02,1.02,-3.60,42.50,621.30,2.01,-2.50,0.10,1.71,0.53,2.23,28.10,58.10,2.79,0.45,0.23,0.01,1.028
TmCsNbInO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Nb,5,In,1.05,1.05,-3.57,52.75,611.05,2.01,-2.50,0.09,1.69,0.36,2.41,24.58,61.62,2.65,0.51,0.23,0.06,0.985
TmCsSbScO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Sb,5,Sc,0.77,0.77,-4.06,101.35,732.35,1.32,-1.87,0.34,1.71,0.49,2.26,41.45,59.55,2.67,0.48,0.23,0.05,1.007
TmCsTaAlO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Ta,5,Al,0.47,0.47,-3.18,91.85,669.45,1.55,-1.99,0.06,1.56,0.56,2.23,6.50,37.50,2.82,0.42,0.23,0.04,1.050
TmCsTaBiO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Ta,5,Bi,0.46,0.46,-4.11,29.00,732.30,1.43,-2.12,0.26,1.76,0.40,2.39,30.15,61.15,0.81,0.60,0.23,0.14,0.934
TmCsTaInO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Ta,5,In,0.57,0.57,-3.08,101.50,659.80,1.53,-2.02,0.14,1.64,0.37,2.42,3.02,34.02,2.65,0.51,0.23,0.06,0.985
TmCsTaScO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Ta,5,Sc,0.18,0.18,-3.47,65.15,696.15,0.18,-3.37,0.07,1.43,0.02,2.77,6.45,24.55,2.64,0.49,0.23,0.04,0.998
TmCsVInO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,V,5,In,0.98,0.98,-3.49,46.00,604.30,1.94,-2.43,0.08,1.71,0.19,2.24,6.83,43.87,1.61,0.48,0.23,0.09,1.008
TmCsWInO6,Tm,2,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,W,6,In,1.00,1.00,-3.51,105.85,664.15,1.96,-2.45,0.29,2.07,0.34,2.39,20.78,57.82,0.00,0.50,0.18,0.07,1.022
TmCsZrSnO6,Tm,3,Cs,1,0.03,-2.08,110.30,486.00,0.60,-1.32,0.23,1.02,0.35,3.96,26.75,72.25,Zr,4,Sn,0.01,0.01,-3.68,24.30,684.30,1.48,-2.02,0.31,1.65,0.47,2.35,33.10,74.20,2.48,0.50,0.23,0.01,0.992
TmCuReAuO6,Tm,2,Cu,2,1.29,-3.33,74.55,670.85,0.62,-1.31,0.32,1.58,0.78,2.82,9.75,108.75,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.51,0.06,0.10,0.903
TmCuReSeO6,Tm,3,Cu,1,1.29,-3.33,74.55,670.85,0.62,-1.31,0.32,1.58,0.78,2.82,9.75,108.75,Re,4,Se,0.56,0.56,-5.95,90.30,850.60,2.42,-2.94,0.32,2.22,0.70,1.98,94.59,100.41,0.00,0.40,0.00,0.05,0.946
TmDyCr2O6,Tm,2,Dy,2,0.23,-2.27,12.05,584.25,0.16,-2.08,0.02,1.23,0.03,3.64,32.52,66.48,Cr,4,Cr,0.00,0.00,-4.42,0.00,652.80,0.00,-4.35,0.00,1.66,0.00,2.44,0.00,64.30,0.05,0.39,0.01,0.00,1.019
TmErO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Er,3,Er,0.00,0.00,-2.15,0.00,588.60,0.00,-2.15,0.00,1.24,0.00,3.63,0.00,30.10,1.05,0.64,0.00,0.00,0.810
TmEuAl2O6,Tm,3,Eu,3,0.35,-2.39,24.60,571.70,0.18,-1.74,0.03,1.23,0.17,3.77,43.90,55.10,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,0.00,0.38,0.02,0.00,0.972
TmEuGa2O6,Tm,3,Eu,3,0.35,-2.39,24.60,571.70,0.18,-1.74,0.03,1.23,0.17,3.77,43.90,55.10,Ga,3,Ga,0.00,0.00,-2.58,0.00,578.80,0.00,-0.49,0.00,1.81,0.00,1.70,0.00,30.00,0.00,0.44,0.02,0.00,0.931
TmEuNbInO6,Tm,3,Eu,2,0.35,-2.39,24.60,571.70,0.18,-1.74,0.03,1.23,0.17,3.77,43.90,55.10,Nb,4,In,1.05,1.05,-3.57,52.75,611.05,2.01,-2.50,0.09,1.69,0.36,2.41,24.58,61.62,0.00,0.53,0.08,0.04,0.903
TmEuO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Eu,3,Eu,0.00,0.00,-2.74,0.00,547.10,0.00,-1.56,0.00,1.20,0.00,3.94,0.00,11.20,0.00,0.68,0.00,0.00,0.791
TmEuTaAlO6,Tm,3,Eu,2,0.35,-2.39,24.60,571.70,0.18,-1.74,0.03,1.23,0.17,3.77,43.90,55.10,Ta,4,Al,0.47,0.47,-3.18,91.85,669.45,1.55,-1.99,0.06,1.56,0.56,2.23,6.50,37.50,0.00,0.43,0.08,0.05,0.962
TmFeO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Fe,3,Fe,0.00,0.00,-4.43,0.00,759.30,0.00,-0.94,0.00,1.83,0.00,2.11,0.00,15.70,0.00,0.46,0.00,0.00,0.907
TmFeReAuO6,Tm,2,Fe,2,1.20,-3.24,81.50,677.80,0.49,-1.43,0.29,1.54,0.75,2.86,41.65,57.35,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.51,0.07,0.10,0.901
TmGaAl2O6,Tm,3,Ga,3,0.27,-2.31,8.75,587.55,0.71,-1.21,0.28,1.53,0.95,2.65,34.50,64.50,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,0.03,0.38,0.06,0.00,0.931
TmGdAl2O6,Tm,3,Gd,3,0.06,-2.11,1.95,594.35,0.20,-1.72,0.03,1.23,0.16,3.76,42.89,56.11,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,2.10,0.38,0.02,0.00,0.968
TmHfO3,Tm,2,Tm,2,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Hf,4,Hf,0.00,0.00,-2.78,0.00,675.40,0.00,-2.77,0.00,1.30,0.00,2.91,0.00,17.00,0.00,0.51,0.00,0.00,0.935
TmInAl2O6,Tm,3,In,3,0.24,-2.28,19.00,577.30,0.72,-1.21,0.27,1.52,0.78,2.83,30.98,68.02,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,0.00,0.38,0.00,0.00,0.958
TmInGa2O6,Tm,3,In,3,0.24,-2.28,19.00,577.30,0.72,-1.21,0.27,1.52,0.78,2.83,30.98,68.02,Ga,3,Ga,0.00,0.00,-2.58,0.00,578.80,0.00,-0.49,0.00,1.81,0.00,1.70,0.00,30.00,0.00,0.44,0.00,0.00,0.918
TmInO3,Tm,3,Tm,3,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,In,3,In,0.00,0.00,-2.52,0.00,558.30,0.00,-0.49,0.00,1.78,0.00,2.05,0.00,37.04,1.05,0.57,0.00,0.00,0.843
TmIrO3,Tm,2,Tm,2,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Ir,4,Ir,0.00,0.00,-5.66,0.00,878.00,0.00,-0.96,0.00,2.20,0.00,2.63,0.00,151.00,0.00,0.45,0.00,0.00,0.974
TmKHfGeO6,Tm,3,K,1,0.14,-2.19,88.75,507.55,0.56,-1.36,0.22,1.04,0.04,3.65,25.30,73.70,Hf,4,Ge,0.56,0.56,-3.34,43.35,718.75,1.12,-1.65,0.35,1.65,0.68,2.24,49.50,66.50,3.43,0.44,0.15,0.06,0.991
TmKPtTaO6,Tm,3,K,1,0.14,-2.19,88.75,507.55,0.56,-1.36,0.22,1.04,0.04,3.65,25.30,73.70,Pt,5,Ta,0.81,0.81,-4.46,53.55,814.85,1.43,-2.12,0.39,1.89,0.04,2.75,87.15,118.15,0.00,0.46,0.15,0.05,0.979
TmKTaInO6,Tm,3,K,1,0.14,-2.19,88.75,507.55,0.56,-1.36,0.22,1.04,0.04,3.65,25.30,73.70,Ta,5,In,0.57,0.57,-3.08,101.50,659.80,1.53,-2.02,0.14,1.64,0.37,2.42,3.02,34.02,2.84,0.51,0.15,0.06,0.945
TmKTaTeO6,Tm,3,K,1,0.14,-2.19,88.75,507.55,0.56,-1.36,0.22,1.04,0.04,3.65,25.30,73.70,Ta,4,Te,1.15,1.15,-4.80,53.95,815.25,1.49,-2.05,0.30,1.80,0.56,2.23,79.60,110.60,0.00,0.59,0.15,0.10,0.900
TmLaBMoO6,Tm,3,La,3,0.42,-2.46,29.10,567.20,0.48,-2.40,0.07,1.18,0.26,3.34,24.50,74.50,B,3,Mo,0.31,0.31,-3.92,57.85,742.75,1.89,-2.19,0.06,2.10,0.96,1.76,22.65,49.35,0.00,0.34,0.07,0.15,1.025
TmLaBVO6,Tm,3,La,3,0.42,-2.46,29.10,567.20,0.48,-2.40,0.07,1.18,0.26,3.34,24.50,74.50,B,3,V,0.43,0.43,-4.04,75.15,725.45,2.03,-2.33,0.21,1.84,0.82,1.61,12.00,38.70,0.00,0.33,0.07,0.13,1.039
TmLuCr2O6,Tm,3,Lu,3,0.11,-1.93,36.40,559.90,0.11,-1.81,0.01,1.26,0.11,3.49,37.98,61.02,Cr,3,Cr,0.00,0.00,-4.42,0.00,652.80,0.00,-4.35,0.00,1.66,0.00,2.44,0.00,64.30,0.08,0.44,0.01,0.00,0.917
TmLuTaAlO6,Tm,3,Lu,3,0.11,-1.93,36.40,559.90,0.11,-1.81,0.01,1.26,0.11,3.49,37.98,61.02,Ta,3,Al,0.47,0.47,-3.18,91.85,669.45,1.55,-1.99,0.06,1.56,0.56,2.23,6.50,37.50,0.00,0.45,0.01,0.07,0.911
TmMgNi2O6,Tm,2,Mg,2,1.33,-3.37,70.70,667.00,0.30,-1.63,0.03,1.28,0.79,2.82,69.50,29.50,Ni,4,Ni,0.00,0.00,-4.46,0.00,736.70,0.00,-0.75,0.00,1.91,0.00,2.18,0.00,112.00,0.11,0.34,0.06,0.00,1.016
TmMgReAuO6,Tm,2,Mg,2,1.33,-3.37,70.70,667.00,0.30,-1.63,0.03,1.28,0.79,2.82,69.50,29.50,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.51,0.06,0.10,0.903
TmMgW2O6,Tm,2,Mg,2,1.33,-3.37,70.70,667.00,0.30,-1.63,0.03,1.28,0.79,2.82,69.50,29.50,W,4,W,0.00,0.00,-4.51,0.00,770.00,0.00,-4.41,0.00,2.36,0.00,2.74,0.00,78.60,0.00,0.47,0.06,0.00,0.927
TmMnAuTiO6,Tm,2,Mn,2,1.20,-3.24,60.55,656.85,0.43,-1.49,0.15,1.40,0.69,2.91,74.50,24.50,Au,5,Ti,0.70,0.70,-5.06,116.05,774.05,1.73,-2.50,0.50,2.04,0.04,2.62,107.60,115.20,0.00,0.44,0.05,0.04,0.954
TmMnO3,Tm,2,Tm,2,0.00,-2.04,0.00,596.30,0.00,-1.92,0.00,1.25,0.00,3.60,0.00,99.00,Mn,4,Mn,0.00,0.00,-4.44,0.00,717.40,0.00,-1.06,0.00,1.55,0.00,2.22,0.00,-50.00,0.00,0.38,0.00,0.00,1.022
TmMnReAuO6,Tm,2,Mn,2,1.20,-3.24,60.55,656.85,0.43,-1.49,0.15,1.40,0.69,2.91,74.50,24.50,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.51,0.05,0.10,0.911
